key,target,source
ftbquests.chapter.the_nether.quests.5.description.3,●如果你站在荆棘上面或碰到它，那么它会对玩家造成每秒1点伤害 ,● Bramble thorns will deal 1 heart of damage to the player if they stand on top or next to it.
ftbquests.chapter.the_nether.quests.5.description.4,●烈焰花会在玩家破坏它或跨过它时，在短时间内点燃玩家。,● Burning Blossoms will light the player on fire for a short period of time if broken or walked through by the player.
ftbquests.chapter.the_nether.quests.5.description.5,当然这里也有很多物品是有用的，你可以从地狱皮树获得大量木材，也可以找到大量的蘑菇做蘑菇煲。 ,"This can also be very useful, however, with an abundance of wood from the Hellbark Trees, lots of mushrooms for food."
ftbquests.chapter.the_nether.quests.5.tasks.0.title,访问群系: &2地下花园,Visit Biome: &2Undergrowth
ftbquests.chapter.the_nether.quests.6.description.0,玄武岩三角洲是一个灰色的生物群系，它据说是古代火山爆发的遗迹。（有没有可能是哪位兄弟头皮屑太多了？）,"A gray biome, the basalt deltas are said to be the remnant of ancient volcanic eruptions."
ftbquests.chapter.the_nether.quests.6.description.2,地表由玄武岩和黑石组成，大部分区域遍布熔岩浅池与岩浆块。复杂的地形，遍布的熔岩池以及较大的落差，使它有点难以通过和被改造。与下界的其他生物群系不同，下界要塞并不生成于玄武岩三角洲。当这个生物群系靠近岩浆湖时，玄武岩三角洲一般就会在附近形成。 ,"The ground consists of basalt and blackstone blocks, with small patches of netherrack and pools of lava. The shape of the terrain is chaotic and uneven, making it somewhat difficult to traverse and build on. Unlike the other biomes in the Nether, Bastion remnants do not generate in basalt deltas. When this biome borders a lava ocean, clusters of basalt form near the coast."
ftbquests.chapter.the_nether.quests.6.description.4,岩浆怪在这个生物群系中刷新率极高，使玄武岩三角洲成为建造岩浆膏农场的好地方。这个生物群系包含了比其他下界生物群系更丰富的黑石。（好像黑石只能当石头用吧） ,"Magma cubes have a high spawn rate in this biome, making the Basalt Deltas the best place to farm Magma Cream. This biome also contains a much higher abundance of blackstone compared to other Nether biomes."
ftbquests.chapter.the_nether.quests.6.tasks.0.title,访问群系: &2玄武岩三角洲,Visit Biome: &2Basalt Deltas
ftbquests.chapter.the_nether.quests.7.description.0,灵魂沙峡谷是大型的类洞窟地形，地貌广阔且与下界平常的地域有明显的分界。这个群系显著的特征是：暴露在外、形态各异的下界化石，大量的熔岩，蓝色的迷雾，由玄武岩组成的巨柱，在地表燃烧的灵魂火，以及偶尔生成的下界要塞。生物群系本身由灵魂沙、玄武岩和灵魂土组成。,"The soul sand valley is a large grotto that is extensive and cuts through the Nether's usual terrain. Notable features of the biome are exposed nether fossils in various shapes and sizes, large amounts of lava, blue fog, large spires made of basalt, soul fire, and the occasional Nether fortress or Bastion remnant. The biome itself consists of soul sand, basalt and soul soil."
ftbquests.chapter.the_nether.quests.7.description.2, 在灵魂沙峡谷中，恶魂有很高的生成概率，骷髅和末影人会频繁成群生成，恶魂会与骷髅联合使用远程攻击打玩家个措手不及，并造成灵魂火的大量产生。再加上灵魂沙会降低玩家的移动速度，这些因素使得穿过该群系是极其危险的一件事。建议避开该群系，除非玩家有足够的装备或策略来探索这一领域,"This biome is extremely dangerous to traverse due to the combination of ghasts and skeletons spawning here and soul sand slowing down the player's movement speed, making it easy for a player to get overwhelmed by projectile attacks. In addition, ghasts fireballs impacting soul sand or soul soil can create soul fire, which is more harmful than regular fire if players get caught in it. It is recommended to avoid this biome unless players have sufficient equipment/strategies to navigate the terrain. The Soul Speed enchantment is especially helpful for traveling through this biome."
ftbquests.chapter.the_nether.quests.7.tasks.0.title,访问群系: &2灵魂沙峡谷,Visit Biome: &2Soul Sand Valley
ftbquests.chapter.the_nether.quests.8.description.0,内脏堆生物群系是由大量的肉块组成，同时有大量由肉块和菌光体组成的条状物从空中垂下。,The floor of the Visceral Heap biome is made of Flesh with Flesh Tendons hanging from the ceiling and bone columns on the ground.
ftbquests.chapter.the_nether.quests.8.description.2,首先，你不应该试图在这里生存，除非你是一个非常有经验的深度模组玩家，对下界的了解超过一般玩家。但是你一定要知道，肉块是很好的建筑材料（作者口味舒适异于常人）。如果你一定想来的话我建议你一定要带很多原石来阻挡那些恶魂火球的爆炸。,"First of all, you shouldn't be attempting to survive here, unless you are an incredibly experienced player with good knowledge of the Nether. But if you must know, Flesh makes a great building block. The Nether is not the place to be surviving, so make sure you bring a lot of cobblestone to block out those ghast's blasts."
ftbquests.chapter.the_nether.quests.8.tasks.0.title,访问群系: &2内脏堆,Visit Biome: &2Visceral Heap
ftbquests.chapter.the_nether.quests.9.description.0,绯红森林是红色调的生物群系，绯红菌和绯红巨型菌散布在其环境之中，偶尔会生成诡异菌。,"The Crimson Forest is a “red” crimson-themed biome, with warped and crimson fungus as well as huge crimson fungus scattered around the environment."
ftbquests.chapter.the_nether.quests.9.description.2,这里分布着巨型的菌类结构，垂泪藤悬挂在菌块下方，有时菌光体也会伴其生成。群系地表覆满绯红菌岩，其上生长着绯红菌索。偶尔下界岩会呈斑块状分散在地表，下界疣块也会在群系中散乱分布。在顶部的岩壁上，除了常见的荧石簇，下界疣块也会成堆生成，垂泪藤则会像钟乳石一样生长在它们的底部。,"There are huge fungus structures that contain weeping vines hanging off them and may also have a few blocks of shroomlight. The floor of the biome is covered in crimson nylium, with crimson roots growing. Occasional patches of netherrack and red nether wart blocks are found scattered throughout the biome. In the ceiling, apart from glowstone clusters, there are sparse nether wart block stalactites with vines growing."
ftbquests.chapter.the_nether.quests.9.description.4, 疣猪兽只能在该生物群系中生成，而猪灵会较为频繁地生成在这里，少量的僵尸猪灵会在此生成。玩家可以在这里方便地与猪灵进行以物易物，并通过疣猪兽获取大量生猪排，但疣猪兽和猪灵是不容小觑的危险因素。,"Piglins, zombified piglins and hoglins naturally spawn in this biome. As long as players equip at least one piece of gold armor, piglins should not cause any trouble. Hoglins can also be repelled by staying close to warped fungus. However, without these countermeasures, this biome can be fairly hostile to navigate. Nevertheless, the abundance of hoglins in this biome makes it a great source of food in the Nether, and the high population of piglins makes this biome an ideal location to barter with them."
ftbquests.chapter.the_nether.quests.9.tasks.0.title,访问群系: &2绯红森林,Visit Biome: &2Crimson Forest
ftbquests.chapter.the_nether.quests.10.description.0,诡异森林是茂密的青色调生物群系，绯红菌、诡异菌和诡异巨型菌散布其中。,"The warped forest is a dense, “cyan” warped-themed biome, with warped and crimson fungus as well as huge warped fungus scattered around."
ftbquests.chapter.the_nether.quests.10.description.2,这里分布着巨型的菌类结构，菌光体有时会生长在菌块周围。群系地表覆满诡异菌岩，其上生长着不同规模的诡异菌索。偶尔地，下界岩会呈斑块状分散在地表，诡异疣块也会在群系中散乱分布。,"The huge fungus structures may have a few blocks of shroomlight scattered around them. The floor of the biome is covered in warped nylium, with warped roots and nether sprouts growing. Occasional patches of raw netherrack and warped wart blocks can be found scattered throughout the biome."
ftbquests.chapter.the_nether.quests.10.description.4, 末影人是该群系中生成的唯一生物，并且生成得非常频繁。这使得诡异森林成为了收集末影珍珠以抵达末地的理想地点。该群系由于没有非条件敌对生物生成，是下界相对安全的生物群系。,"Apart from Striders, Endermen are the only mobs that spawn in this biome, making the warped forest an ideal location to collect ender pearls to access the End. This biome is also a relatively safe place to reside in the Nether, due to the fact that no hostile mobs spawn here. However, do note that other hostile mobs can still spawn from Bastion remnants that generate here, as well as from Nether fortresses that have cut into a warped forest after generating in another biome."
ftbquests.chapter.the_nether.quests.10.tasks.0.title,访问群系: &2诡异森林,Visit Biome: &2Warped Forest
ftbquests.chapter.the_nether.quests.11.description.0,结晶裂谷是一个下界生物群系。它被粉红色烟雾所笼盖，地面上生成着许多下界水晶，天花板上倒挂着巨型下界水晶。在这你还能看见更多的荧石,"Crystalline Chasm is a Nether biome. It has a pink fog, small Nether Crystals on the ground, sides and the ceiling. Nether Crystal spikes made of Nether Crystal Blocks also generate, but only on the ceiling. Piles of Glowstone are also much more common."
ftbquests.chapter.the_nether.quests.11.tasks.0.title,访问群系: &2结晶裂谷,Visit Biome: &2Crystalline Chasm
ftbquests.chapter.the_nether.quests.12.description.0,凋零深渊是一个被紫色浓雾包裹的下界生物群系，由黑石，少量下界岩，偶尔出现的黑曜石和哭泣的黑曜石组成。几乎不存在荧石。 ,Withered Abyss is a very dark Nether biome and is a boiling biome with a black fog and the ground is made out of Blackstone with some very small patches of Obsidian and some Crying Obsidian. It lacks piles of Glowstone.
ftbquests.chapter.the_nether.quests.12.description.2,这里会生成大量末影人和凋灵骷髅。,Only Enderman and Wither Skeletons spawn.
ftbquests.chapter.the_nether.quests.12.description.4,"如果你是第一次探索下界，一定要避开这个生物群系，因为那里很黑,光照等级几乎为零，除非你携带了足够的火把和荧石。虽然哭泣黑曜石确实提供了一点光，但是约等于没有。同时也要确保穿戴护甲，因为凋零骷髅会大量生成，所以你很容易在没有盔甲的情况离开人世。凋零骷髅和几乎没有亮光使得通过这个群系非常危险。末影人并不会影响你，除非你非要看它的眼睛。 ","If you are going to the Nether for the first time, make sure to avoid this biome, because it is very dark to see unless you bring torches or Glowstone. Crying Obsidian, however, does provide a little bit of light. Also make sure to wear some armor, because Wither Skeletons spawn naturally and can easily take you out without armor. Wither Skeletons along with no Glowstone piles will make it very dangerous to travel through this biome. Enderman are fine unless you look in their eyes. Nether beginners, beware!"
ftbquests.chapter.the_nether.quests.12.tasks.0.title,访问群系: &2凋零深渊,Visit Biome: &2Withered Abyss
ftbquests.chapter.the_nether.quests.13.title,&2找到下界要塞,&2Find Nether Fortress
ftbquests.chapter.the_nether.quests.14.title,&2尝试找到堡垒遗迹,&2Try to find Bastion Remnant
ftbquests.chapter.the_nether.quests.14.description.0,除了玄武岩三角洲之外，在下界的所有生物群系中都能找到这种堡垒遗迹。它们会生成4种不同的变体，每种变体都有独特的结构和战利品。（我觉得这里不应该用尝试找到，因为我感觉下界要塞比这玩意难找多了）,"Bastion remnants are large, castle-like generated structures found in the Nether in all of the biomes except basalt deltas. They generate in four distinct variants, each with a unique structure and set of loot."
ftbquests.chapter.the_nether.quests.14.description.2,堡垒遗迹会生成 4 种类型的结构：桥、疣猪兽棚、居住区和藏宝室，如果这些结构全部生成在同一个堡垒遗迹中，这个堡垒遗迹会十分庞大且壮观。但不是所有的结构类型都会在同一个堡垒遗迹中生成。猪灵和疣猪兽会在此间频繁生成（作者这段说了跟没说一样，所以还是我来补充罢  内容选自mcwiki）,"Piglins and piglin brutes spawn in these structures on generation, and hoglins may also spawn on generation in the bridge and hoglin stables variants."
ftbquests.chapter.the_nether.quests.14.description.4,堡垒遗迹是唯一可以找到pigstep音乐唱片，猪灵旗帜图案，和岩浆怪刷怪笼的地方。,"Bastion remnants are the only place to find the Pigstep music disc, the snout banner pattern, and the magma cube spawner."
ftbquests.chapter.the_nether.quests.15.title,&2见鬼去吧@恶魂！！！！！,&2Kill Ghast with his own weapon
ftbquests.chapter.the_nether.quests.34.description.0,远古残骸是只能在下界发现的一种罕见矿石，是下界合金碎片的主要来源。它的高抗爆炸性使它对普通爆炸免疫。当它作为实体掉落物时，它可以漂浮在熔岩上，不会因为燃烧而消失。,"Ancient debris is a rare ore found in the Nether, and is the main source of netherite scraps. Its high blast resistance makes it immune to normal explosions. In item form, it floats on lava and cannot be burned by any form of fire."
ftbquests.chapter.the_nether.quests.34.description.2,自然生成于下界 Y 坐标 8~119 的空间，生成数量服从正态分布。生成时连锁数量最大为 3，但相当罕见，以连锁为 2 居多，但同样少见，多为单矿。同时，远古残骸不会裸露生成，否则判定生成失败。每个区块最多生成两个矿脉，最多生成5个远古残骸（2+3个）当生成于岩层中时，在 Y=15 处分布最为密集，Y=13~18范围内有广泛的分布。,"Ancient debris generates in the Nether in the form of blobs. Up to two blobs may generate per chunk: one blob of 1–3 ancient debris attempts to generate with a periodic normal distribution (similarly to lapis lazuli ore) from levels 8 to 22, and an additional blob of 0–2 ancient debris attempts to generate randomly from levels 8 to 119. On average, Y-level 15 has the most ancient debris."
ftbquests.chapter.the_nether.quests.34.tasks.0.title,&2找到远古残骸,&2Find Ancient Debris
ftbquests.chapter.the_nether.quests.35.description.0,下界合金碎片是一种从远古残骸中烧炼而成的材料，你能在下界发现他。它只用于制作下界合金锭。和大多数与下界合金相关的物品一样，它不会被熔岩和火焰烧毁。 （曲逸：但是爆炸和仙人掌依然能够销毁该物品。小声bb）,"Netherite scrap is a material smelted from ancient debris, which is found in the Nether. It is used solely for crafting netherite ingots. Like most netherite-related items, it is not flammable."
ftbquests.chapter.the_nether.quests.36.description.0,下界合金锭是由下界合金碎片和金锭合成的物品，它有概率在下界的堡垒遗迹的宝藏室箱子中找到。与其他物品不同，它对熔岩和火免疫。他可以用于在锻造台中将钻石制品升级为下界合金制品或者合成磁石,"Netherite ingots are items obtained from crafting netherite scraps and gold ingots together, as well as loot from bastion remnant loot chests. Unlike other items, they are immune to fire and lava damage. They are primarily used to upgrade diamond gear and craft lodestones."
ftbquests.chapter.the_nether.quests.37.description.0,由 9 个下界合金锭合成。不会被岩浆和火焰烧毁，但爆炸和仙人掌依然能够销毁该物品。可以当作信标底座使用。,"A block of netherite is a precious metal block made from nine netherite ingots. Unlike most items, it is resistant to fire and lava."
ftbquests.chapter.the_nether.quests.40.title,灵魂沙 \\& 灵魂土,Soul Sand \\& Soul Soil
ftbquests.chapter.the_nether.quests.40.description.0,灵魂沙是下界的一种方块。灵魂沙会减慢怪物和玩家在上面行走的速度（如果你有灵魂急行就会加速）。它也用于种植地狱疣和生成凋零。,Soul sand is a block found naturally only in the Nether. Soul sand usually slows down the movement of mobs and players walking on it. It is also used for growing nether wart and for constructing a Wither.
ftbquests.chapter.the_nether.quests.40.description.2,灵魂土是一种只有在灵魂沙峡谷才能找到的方块。,Soul soil is a block naturally found only in the soul sand valley.
ftbquests.chapter.the_nether.quests.40.description.3,与灵魂沙不同的是灵魂土不会减慢生物速度，也不会产生气泡柱。 ,"Unlike soul sand, soul soil does not slow mobs down and does not create bubble columns."
ftbquests.chapter.the_nether.quests.41.title,&2下界化石,&2Nether Fossil
ftbquests.chapter.the_twilight_forest.title,&3暮色森林,&3The Twilight Forest
ftbquests.chapter.the_twilight_forest.quests.0.description.2,此模组增加了一个被永恒之夜笼罩的森林世界，这个世界充满了新的生物与植物以及各种探险要素，还增加了许多强大的BOSS以及有趣的物品与道具。如，曲折复杂的黑暗迷宫，充满怪物的富饶矿山，深不见底的大峡谷，耸入云霄的高塔，位于冰川的极光宫殿，栖息着巨龙的庞大洞穴，还有各种新奇的地形与新地牢等你探索。[TF]暮色森林 (The Twilight Forest)-第2张图片进入暮色森林维度的方法如下：做一个2×2的小水池，水池旁边放满植物（包括枯死的灌木，树叶，草，蕨类等，以及其它模组的植物），再向水池中扔一个钻石。只见一道闪电劈过，暮色世界的传送门便会打开！这里曾孕育了十分繁荣的文明，但是你未能亲眼目睹。如今永恒之夜笼罩着这里，森林中仅存着一些遗迹、葱郁的树木，及奇怪的生物。你决心揭开暮色森林的神秘面纱，但是你很快发现，遗迹拥有了新的主人。并非所有森林居民都对入侵者十分友好！,"The canopy is pierced only occasionally by massive trees that rise to the ceiling of the world. The terrain is flatter, or at least less mountainous than regular Minecraft, but you will occasionally encounter Hills, sometimes rising far above the canopy level. These hills are hollow too, containing Caves filled with valuable ores, treasure and dangerous monsters."
ftbquests.chapter.the_twilight_forest.quests.4.title,魔法地图,The Magic Map
ftbquests.chapter.the_undergarden.title,&3深暗之园,&3The Undergarden
ftbquests.chapter.the_undergarden.quests.0.description.0,深暗之园是一个位于主世界基岩深处的黑暗地下维度。那里的植物适应了黑暗，无需阳光即可生长，怪异的生物以此为家，各种来自一个混沌而黑暗的领域的腐衰生物将自己传播到各处以便入侵这里……,"The Undergarden is a dark, subterranean world located deep below the bedrock of the Overworld. The flora here has adapted to their conditions and can grow anywhere, independent of light. Strange creatures call these dark lands home, and are plagued by the invasive Rotspawn, monsters originating from a chaotic, mysterious realm."
ftbquests.chapter.the_undergarden.quests.0.description.2,完整的mod教程: &9&o&nhttps://www.youtube.com/watch?v=eucjADqqNrY,Full mod tutorial: &9&o&nhttps://www.youtube.com/watch?v=eucjADqqNrY
ftbquests.chapter.the_undergarden.quests.0.tasks.0.title,访问维度: &2深暗之园,Visit Dimension: &2The Undergarden
ftbquests.chapter.the_undergarden.quests.1.subtitle,一种坚硬，光滑的金属，因其减速能力而得名,"A tough, slippery metal, defined by its slowing capabilities"
ftbquests.chapter.the_undergarden.quests.2.subtitle,一种由灭绝物种的化石制成的奇怪金属,An odd metal crafted from the fossils of extinct species
ftbquests.chapter.the_undergarden.quests.7.subtitle,一种据说来自异面的金属,A metal said to have come from the Otherside
ftbquests.chapter.the_undergarden.quests.10.subtitle,贵豪锭一种软而有光泽的金属，用于与石生体交易,"A soft, lustrous metal used for trading with Stoneborn"
ftbquests.chapter.the_undergarden.quests.12.subtitle,一种不可靠，但很坚固的金属，由遗忆守卫的掉落物遗忆粒合成 ,"A unreliable, yet strong metal, forged from the remains of a Forgotten Guardian"
ftbquests.chapter.the_undergarden.quests.26.subtitle,一种光滑的深色石头，可用于充当渊邃弹弓的弹药,"A smooth piece of Depthrock, the perfect ammunition for a Slingshot"
ftbquests.chapter.the_undergarden.quests.27.subtitle,强力的炸弹，扔出后可造成较高的爆炸伤害并破坏方块,"A makeshift projectile explosive, often sold by shady Stoneborn"
ftbquests.chapter.the_undergarden.quests.28.subtitle,遗忆守卫是一个小boss,The Forgotten Guardian is a mini-boss mob
ftbquests.chapter.the_undergarden.quests.28.description.0,遗忆守卫是一个守护着下僻巢穴的金属怪物。,"The Forgotten Guardian can only be found naturally in the catacombs, spawning with the generation of the world."
ftbquests.chapter.the_undergarden.quests.29.subtitle,在主世界使用会引起剧烈的爆炸 ,Using it in the Overworld will cause a violent explosion
ftbquests.chapter.the_undergarden.quests.29.description.0,深暗之园特有的床，作用与特性同原版床。它可以让你在深暗之园记录下记录点,"A bed unique to the Undergarden, with the same functions and features as the original bed in Overworld it saves your spawn point in the Undergarden."
ftbquests.chapter.the_undergarden.quests.30.subtitle,腐衰凶兽是原产于异面的腐衰生物中最强的一种。,The Rotbeast is a hostile mobs native to The Otherside
ftbquests.chapter.the_undergarden.quests.30.description.0,腐衰凶兽会生成在深暗之园中任何光照等级<7的实体方块上，同时在贫瘠深渊群系中生成的概率增大。,The Rotbeast can spawn on any solid block with a light level below 7. They have an increased chance of spawning in the Barren Abyss.
ftbquests.chapter.the_undergarden.quests.31.subtitle,石匐鬼是深暗之园的矿洞生物之一,Nargoyle is a Cavern Creatur hostile mob who dwell at the deepest depths
ftbquests.chapter.the_undergarden.quests.31.description.0,它是一只深暗之园特有的蝙蝠。,"The Nargoyle will wander around. When it spots a player, it will run towards them and attack by leaping at them."
ftbquests.chapter.the_undergarden.quests.31.description.2,石匐鬼可以在Y=32以下任何亮度等级低于7的实体方块上生成。,Cavern Creatures can spawn on any solid block with a light level below 7 below Y 32.
ftbquests.chapter.tinkers_construct.title,&a匠魂,&aTinkers Construct
ftbquests.chapter.tinkers_construct.quests.0.title,&2&l欢迎来到匠魂的世界！,&2&lWelcome to Tinkers' Construct
ftbquests.chapter.tinkers_construct.quests.0.subtitle,*制作出所有&b&l&o石制工具&r以解锁任务*,*Unlocked by crafting all the &b&l&oStone Tools&r quest*
ftbquests.chapter.tinkers_construct.quests.0.description.0,匠魂为 Minecraft 增加了一整套从模具制造、金属冶炼到工具打造的工艺系统。,The Tinkers' Construct mod focuses on weapon and tool manufacturing.
ftbquests.chapter.tinkers_construct.quests.7.title,合成站,Crafting Station
ftbquests.chapter.tinkers_construct.quests.8.title,工具组装台,Tinker Station
ftbquests.chapter.tinkers_construct.quests.9.title,模具加工台,Part Builder
ftbquests.chapter.tinkers_construct.quests.14.title,水晶们,Crystals
ftbquests.chapter.tinkers_construct.quests.16.title,一些大板,Reinforcements
ftbquests.chapter.tinkers_construct.quests.17.title,更多大板,More Reinforcements
ftbquests.chapter.tinkers_construct.quests.18.title,&l&5史 莱 姆 合 集,&l&5Slime Set
ftbquests.chapter.tinkers_construct.quests.19.title,铸造工具和武器,Tool and Weapon Casts
ftbquests.chapter.tinkers_construct.quests.20.title,有用的铸模,Useful Casts
ftbquests.chapter.tinkers_construct.quests.21.title,工  匠  砧,Tinker's Anvil
ftbquests.chapter_groups.chapter_groups.0.title,物流,Logistics
ftbquests.chapter_groups.chapter_groups.1.title,资源,Resources
ftbquests.chapter_groups.chapter_groups.2.title,科技,Tech
ftbquests.chapter_groups.chapter_groups.3.title,魔法,Magic
ftbquests.chapter.allthemodium.quests.1.description.0,在Y轴5到45之间的任何海洋生物群落中找到这种矿石。,Find this ore in any ocean biome between Y5 to Y45.
ftbquests.chapter.allthemodium.quests.2.description.0,在Y轴107到113之间的下界扭曲森林和深红森林中找到这种矿石。,Find this ore in the Nethers Warped Forests and Crimson Forests between Y107 to Y113.
ftbquests.chapter.allthemodium.quests.3.description.0,在末地高地生物群落中找到这种可获得的矿石。,Find this obtainable ore in the End Highlands biome.
ftbquests.chapter.allthemodium.quests.4.description.0,这是一个快速的熔炉!,Now that is a fast furnace!
ftbquests.chapter.allthemodium.quests.5.description.0,建议您使用此药剂与您的第一个锭。,It is recommended to use this potion with your first ingot.
ftbquests.chapter.allthemodium.quests.6.description.0,不要低估我的能力!,Don't underestimate my power!
ftbquests.chapter.allthemodium.quests.7.description.0,"这种太阳能电池板的产能为2,048 FE/Tick。","This solar panel produces 2,048 FE/Tick."
ftbquests.chapter.allthemodium.quests.8.description.0,建议您使用此药剂与您的第一个锭。,It is recommended to use this potion with your first ingot.
ftbquests.chapter.allthemodium.quests.9.description.0,建议您使用此药剂与您的第一个锭。,It is recommended to use this potion with your first ingot.
ftbquests.chapter.allthemodium.quests.10.description.0,伴随着强大的力量…好东西。,With great power comes.. well something.
ftbquests.chapter.allthemodium.quests.12.description.0,这能有多快!?,How fast can this possibly get!?
ftbquests.chapter.allthemodium.quests.13.description.0,这个太阳能电池板的产能为8129 FE/Tick。,"This solar panel produces 8,129 FE/Tick."
ftbquests.chapter.allthemodium.quests.16.description.0,"这个太阳能电池板的产能为32,768 FE/Tick。","This solar panel produces 32,768 FE/Tick."
ftbquests.chapter.allthemodium.quests.17.description.0,现在你只是在炫耀。,Now you are just showing off.
ftbquests.chapter.allthemodium.quests.18.description.0,在这一点上几乎是作弊。,Almost cheating at this point.
ftbquests.chapter.allthemodium.quests.19.description.0,我的天，这东西比我想象的要普通得多。,My god this stuff is a lot more commen then I thought.
ftbquests.chapter.allthemodium.quests.20.description.0,为什么我不能拥有所有这些东西。,Why cant I hold all these things.
ftbquests.chapter.allthemodium.quests.21.description.0,蜜蜂吗?,Bees?
ftbquests.chapter.allthemodium.quests.28.description.0,看起来像糖果。,Looks like candy.
ftbquests.chapter.allthemodium.quests.29.description.0,我们现在处于最后阶段。,We are in the endgame now.
ftbquests.chapter.allthemodium.quests.30.description.0,不过味道不太好。,Doesn't taste good though.
ftbquests.chapter.allthemodium.quests.43.description.0,Allthemodium的详细指南。,Detailed Guide to Allthemodium.
ftbquests.chapter.allthemodium.quests.49.title,挖坑挖坑！,Diggy Diggy Hole!
ftbquests.chapter.allthemodium.quests.50.title,猪灵家园,Piglin Homeworld
ftbquests.chapter.applied_energistics_2.title,应用能源2,Applied Energistics 2
ftbquests.chapter.applied_energistics_2.quests.0.description.0,欢迎来到 &a应用能源2&f！,Welcome to &aApplied Energistics 2&f!
ftbquests.chapter.applied_energistics_2.quests.0.tasks.0.title,应用能源 2,Applied Energistics 2
ftbquests.chapter.applied_energistics_2.quests.2.title,压印模板,Inscriber Presses
ftbquests.chapter.applied_energistics_2.quests.10.description.0,ME系统最重要的部分,The most important part of the ME system
ftbquests.chapter.applied_energistics_2.quests.13.description.0,放置您的&e存储元件&f的地方。,A place to put your &estorage cells&f.
ftbquests.chapter.applied_energistics_2.quests.32.description.0,我不知道空间存储是如何工作的,I have no idea how spatial storage works
ftbquests.chapter.applied_energistics_2.quests.34.description.0,这些将允许您以无线方式访问您的存储系统。,"These will allow you to access your storage system, wirelessly."
ftbquests.chapter.applied_energistics_2.quests.44.description.0,这些将扩大&e无线访问接口&f的范围。 最多可堆叠 64。,These will boost the range of the &ewireless access port&f. Stacks up to 64.
ftbquests.chapter.applied_energistics_2.quests.60.title,基础卡,Basic Cards
ftbquests.chapter.applied_energistics_2.quests.62.title,高级卡,Advanced Cards
ftbquests.chapter.applied_energistics_2.quests.63.title,其他工具,Other Tools
ftbquests.chapter.applied_energistics_2.quests.67.title,其他机器,Other Machines
ftbquests.chapter.ars_nouveau.title,新生魔艺,Ars Nouveau
ftbquests.chapter.ars_nouveau.quests.0.tasks.0.title,新生魔艺,Ars Nouveau
ftbquests.chapter.ars_nouveau.quests.76.description.0,用于制作2级魔符的材料。,Tier 2 crafting material for Glyphs.
ftbquests.chapter.ars_nouveau.quests.77.description.0,用于制作1级魔符的材料。,Tier 1 crafting material for Glyphs.
ftbquests.chapter.ars_nouveau.quests.78.description.0,用于制作3级魔符的材料。,Tier 3 crafting material for Glyphs.
ftbquests.chapter.astal_sorcery.title,星辉魔法,Astral Sorcery
ftbquests.chapter.astal_sorcery.quests.0.title,星辉魔法,Astral Sorcery
ftbquests.chapter.astal_sorcery.quests.0.subtitle,观星,Stargazing
ftbquests.chapter.astal_sorcery.quests.0.description.0,欢迎来到星辉魔法！,Welcome to Astral Sorcery!
ftbquests.chapter.astal_sorcery.quests.0.description.2,该模组将永远改变您玩 Minecraft 的方式，同时还具有令人惊叹的视觉效果。,"The mod that will forever change the way you play Minecraft, while also having stunning visuals."
ftbquests.chapter.astal_sorcery.quests.0.tasks.0.title,观星,Stargazing
ftbquests.chapter.astal_sorcery.quests.1.subtitle,勘探,Exploration
ftbquests.chapter.astal_sorcery.quests.1.description.0,正如标题所暗示的，AS 的第一部分包括探索。,"As the title suggests, the first part of AS consists of exploration."
ftbquests.chapter.astal_sorcery.quests.1.description.2,出去寻找散落在世界各地的白色大理石结构。 它们可以在地表，也可以在地下，但仍然可见。,"Head out and look for white marble structures scattered around the world. They can be on surface, or just under, but still visible."
ftbquests.chapter.astal_sorcery.quests.1.description.4,继续寻找，直到你找到一个中间有一个漂浮的聚能水晶，然后在它下面的某个地方放一个原版工作台。,Keep looking until you find one with a floating Collector Crystal in the middle and put a vanilla Crafting Table somewhere under it.
ftbquests.chapter.astal_sorcery.quests.1.description.6,确保水晶能清晰的看到天空，否则什么都不会发生！,"Make sure the Crystal has a clear view of the sky, otherwise nothing will happen!"
ftbquests.chapter.astal_sorcery.quests.2.subtitle,调谐,Attunement
ftbquests.chapter.astal_sorcery.quests.2.description.0,升级你的 Luminout Table，将提升你的魔法技能并开辟新的可能性。,"Upgrading your Luminout Table, will advance your sorcery skills and open up new possibilities."
ftbquests.chapter.astal_sorcery.quests.2.description.2,与Luminous Crafting Table不同，这个祭坛需要你在它周围建造一个结构，这在书中显示或用你的魔杖右键单击祭坛。,"This altar, unlike the Luminous Crafting Table, will require you to build a structure around it, which is shown in the book or by right-clicking the altar with your wand."
ftbquests.chapter.astal_sorcery.quests.3.title,星辉祭坛,Celestial Altar
ftbquests.chapter.astal_sorcery.quests.3.subtitle,星座,Constellation
ftbquests.chapter.astal_sorcery.quests.3.tasks.0.title,天体调谐,Celestial Attunement
ftbquests.chapter.astal_sorcery.quests.4.subtitle,五彩,Radiance
ftbquests.chapter.astal_sorcery.quests.5.description.0,共鸣祭坛是星辉魔法的下一个重要步骤。 它允许您将自己或水晶绑定到星座。,The Attunement Altar is the next big step in Astral Sorcery. It allows you to bind yourself or Rock Crystals to Constellations.
ftbquests.chapter.astal_sorcery.quests.5.description.2,将自己绑定到一个，将在你的星芒宝典中解锁一个带有星能力树的新标签，在那里你可以获得不同的能力或统计数据。,"Binding yourself to one, will unlock a new tab in your Astral Tome with a perk tree, where you can get different abilities or stats."
